scorer,,,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan,tristan
bodyparts,,,nose_tip,nose_tip,left_ear,left_ear,right_ear,right_ear,implant_base_rear,implant_base_rear,neck,neck,mid_back,mid_back,mouse_center,mouse_center,tail_base,tail_base
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_003212.png,607.4764477632875,137.08404515154345,580.8481361122047,151.33802374124076,610.9224645651924,156.1937746893794,596.5118488481359,150.5548381044442,595.2587518292613,156.66368607145733,589.6198152443261,179.84598092063538,582.7277816405165,201.61854162357963,585.1716599640065,237.8697170665539
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_003231.png,624.1310234000005,128.10920279656222,595.4016832248284,132.82596013875468,617.2702854477205,145.04664961625323,609.9807513734231,134.75554268783338,603.7632076041695,142.0450767621308,591.3287306816303,166.91400820445196,583.4535699010927,194.26982986316165,577.7541770482147,223.17993114422416
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_003248.png,630.0802466197478,115.5223870134877,598.2818018881514,123.60231969118843,627.213173734112,136.3738261817476,614.702310233156,126.46939257682416,609.4894504410911,132.98546731690536,592.5476561168799,159.3104092668335,587.2934715473375,181.3781052536902,581.7423288114777,214.4796668341428
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_003265.png,643.0892638865628,111.45427968514485,610.7767560989225,117.07384625690838,637.0014001004856,128.78127661474906,625.9684397356891,120.8375676053134,619.495789694384,128.04574606040325,608.5052780381682,144.85270838271086,591.4999899485246,161.1494428019527,579.1070879339364,198.32832354157364
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_003281.png,658.8085552522972,111.26520737871522,627.7656602725256,111.89233657022575,650.6558757626602,130.0790831240313,639.3675503154706,120.04501605986275,634.3505167833863,125.06204959194702,615.2230764423149,138.23176261366828,597.9770236757752,156.41850916747384,581.1208602418396,186.57401745641954
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_005232.png,591.9485758069741,180.11952342149732,594.5075942638143,147.58343161310108,562.3379815679757,153.00820942627888,575.598443500657,153.51822719292048,575.2159301756758,143.95539406839066,573.1169647665523,123.86988039984654,566.5542789074287,101.31064775910946,581.7304899566519,86.54460457608155
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_005243.png,605.9303940621699,175.140863674249,600.1880439354368,144.78844157580272,569.8356218369905,153.40196676590236,586.2423364847994,152.1714631673167,583.3711614214328,142.3274343786314,578.4491470270901,124.69021613223698,568.1949503722096,102.13098349149989,582.5508256890423,86.13443670988633
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055306.png,647.176159441876,433.1396106105676,643.0525897813102,462.9209470479878,678.3320190994849,456.0483309470447,661.150478847127,459.0264645907867,662.2959148639509,462.0045982345287,668.2521821514349,475.06256882632067,677.8739105763314,501.49278565912937,703.0275658755959,520.9780115951793
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055317.png,647.4061027490532,433.11735646535396,644.5718880674459,463.939441127833,677.8739105763314,456.8539044238148,662.2857298274914,459.6881191054221,665.4742213442995,464.64799479823483,672.5597580483177,483.424667063883,681.4166789283404,501.1385088239284,704.0903963811986,520.2694579247775
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055329.png,645.9889954082496,434.1801869709567,644.2176112322451,460.75094961102485,677.1653569059296,455.7910739182121,662.2857298274914,457.56245809421665,665.1199445090987,464.64799479823483,671.1426507075141,476.69340719506573,681.7709557635413,496.53290996631665,702.9417685958824,521.252657206812
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055339.png,647.5855792457268,433.5183193688295,644.8003621715051,463.4594029167124,678.5711191964427,455.45190382832516,661.5116646168351,457.5408166339914,663.948729556779,466.5927721252118,673.3488371822772,479.474401093487,680.660032002109,496.53385567309476,703.9862249987154,520.5563529382566
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055349.png,646.8892749771713,433.5183193688295,644.4522100372274,464.50385931954554,677.8748149278874,454.0592952912143,659.7709039454465,458.9334251711022,663.2524252882235,464.50385931954554,673.0006850479995,478.0817925563762,682.0526405392199,494.4449428674285,702.9417685958824,518.8155922668681
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055360.png,646.8892749771713,434.21462363738493,643.0596015001165,461.7186422453239,672.6525329137218,453.7111431569366,661.8598167511128,458.9334251711022,668.4747073023892,468.6816849308781,676.1340542564989,484.00037883909727,682.7489448077753,500.0153770158718,703.9862249987154,519.8600486697012
labeled-data,20211028_10_22_43_1114356_maze-rose_overhead.camera-cropped,frame_055432.png,647.237427111449,433.5183193688295,645.1485143057828,462.0667943796016,671.9562286451663,452.31853461982575,662.904273153946,460.32603370821306,668.8228594366669,469.3779891994335,674.741445719388,484.6966831076527,681.7044884049421,495.83755140453934,703.28992073016,520.9045050725343
